26,5.4,0.7,0.04
22,6.2,0.4,0.05
24,7.6,0.6,0.05
29,7.2,0.3,0.07
26,6.8,0.5,0.04
39,7.3,0.6,0.05
32,5.8,0.5,0.03
28,6.9,0.5,0.05
35,7.7,0.7,0.05
23,8.0,0.4,0.05
25,7.4,0.8,0.04
2,8.9,1.0,0.06
24,6.4,0.3,0.05
30,8.3,0.5,0.04
25,8.1,0.7,0.05
28,7.0,0.4,0.05
12,7.5,0.6,0.04
24,6.8,0.5,0.03
27,6.2,0.6,0.05
28,8.4,0.6,0.06
